name,num,units,fall,spring,prereqs,coreqs
Elective Seminar: Green Governance,66329,12,0,1,[],[]
Study Abroad,27051,0,0,1,[],[]
Study Abroad,27050,0,1,0,[],[]
IPA Proficiency Test,57776,0,1,0,[],[]
Elementary Italian II,82162,12,0,1,"[[82161], [82163]]",[]
Directed Language Study: Elementary Italian I or II,82163,12,1,1,[],[]
Applied Internship for Fall,54703,8,1,0,[],[]
Designing for Service,51785,12,1,0,[],[]
Intensive Intermediate Chinese,82235,12,0,1,[[213]],[]
20th Century American  Literary and Cultural Studies:,76434,9,0,1,[],[]
Global Business,70100,9,1,0,[],[]
Data Warehousing,95797,6,1,1,[],[]
Project Management for Construction,12411,9,1,0,[[112]],[]
Optimization Modeling and Algorithms,6462,6,0,1,[[642]],[]
Chemical Product Design,6463,6,0,1,[[642]],[[646]]
Chemical Engineering Process Control,6464,9,0,1,[[626]],[]
Experimental Polymer Science,6466,9,0,1,"[[6609, 9221], [9221, 9509]]",[]
Teaching and Learning,48332,6,0,1,[],[]
Introduction to African History: Earliest Times to 1780,79226,9,0,1,[],[]
Development and Democracy in Latin America,79221,9,1,0,[],[]
Beginning Piano for Children,57429,6,1,1,[[727]],[]
Between Revolutions: The Development of Modern Latin America,79222,9,0,1,[],[]
Theatre Orchestra,57428,3,1,1,[],[]
"Origins of the Arab-Israeli Conflict, 1880-1948",79229,9,1,0,[],[]
Decision Analysis and Decision Support Systems,88223,9,0,1,"[[36201], [36207], [36211], [36217], [36220], [36225], [36247], [70207]]",[]
Research Presentation,85716,9,0,1,[],[]
The Art & Science of Business Analytics,95872,6,0,1,[],[]
Language in Use,80383,9,0,1,"[[80100], [80180]]",[]
Managing Cultural Heritage: Identity and Sustainability,62736,6,0,1,[],[]
Core Seminar: Washington Media,66324,12,0,1,[],[]
Technology Based Entrepreneurship for CIT,70414,9,1,0,[],[]
Public Art,93809,6,0,1,[],[]
CEO Perspective,70448,9,0,1,[],[]
Intermediate Russian II,82292,9,0,1,[[229]],[]
"Leadership, Dialogue, and Change",76755,9,1,0,[],[]
Production: Performance,57471,6,1,0,"[[57212], [57340]]",[]
Advanced Process Systems Engineering,6720,12,0,1,[],[]
Graduate Introduction to Screenwriting,54701,9,1,0,[],[]
Advanced Standing,94799,9,0,1,[],[]
Music Theatre Literature and Repertoire,54219,4,1,0,"[[54125], [54126]]",[]
Graduate Independent Study,88898,0,1,1,[],[]
Jazz II,54218,2,0,1,[[421]],[]
Applied Research Methods: Qualitative,5821,6,1,0,[],[]
Social Web,5820,12,1,0,[],[]
Applied Research Methods: Quantitative,5822,6,1,0,[],[]
CD III: Voice of Type,51301,9,1,0,[[120]],[]
CD Studio IV: Designing with Systems,51302,9,0,1,[[130]],[]
Topics in Entrepreneurship,70417,9,1,0,[],[]
Directed Study in Rhetoric,76800,3,1,1,[],[]
Internship,73499,3,0,1,[],[]
Directed Study II,76802,3,0,1,[],[]
Production: Performance,57472,6,0,1,"[[57212], [57340]]",[]
Principles of Game Theory for Business,70442,6,1,0,[],[]
Computational Bio-Modeling and Visualization,24658,12,0,1,[],[]
Special Topics: Introduction to Continuum Biomechanics,24659,12,0,0,[],[]
Singing for Actors II,54214,3,0,1,"[[54101], [54102]]",[]
Graduate Teaching II,9932,12,0,1,[],[]
Graduate Teaching I,9931,12,1,0,[],[]
Special Topics in Material Selection for Mechanical Engineers,24651,12,0,0,[],[]
Intermediate Management Science II,90775,6,0,1,[],[]
Molecular Biomechanics,24657,9,0,1,[],[]
Cellular Biomechanics,24655,9,1,0,[],[]
Mechatronic Design,16778,12,0,1,[],[]
Intermediate Empirical Methods for Public Policy Management,90786,12,1,0,[],[]
Electronic Media Studio II,60210,10,1,0,[],[]
Rhetoric of Science,76476,9,1,0,[[610]],[]
New Venture Creation,70416,9,0,1,"[[15390], [70414], [70415], [70420], [70421]]",[]
Leadership Immersion Workshop,45749,0,1,1,[],[]
Freshman Seminar: The Politics of Science and Technology in a Cold War Era,79176,9,0,1,[],[]
Graduate Advanced Screenwriting,54707,9,0,1,[],[]
"Social Structure, Public Policy  & Ethics",80136,9,0,1,[],[]
Singing for Actors II,54213,3,1,0,"[[54101], [54102]]",[]
Upper Level Economics Elective Transfer Credit,73304,9,1,0,[],[]
Engineering Optimization,19785,12,1,0,[],[]
Actor Dance II,54212,3,0,1,"[[54101], [54102], [54211]]",[]
Introduction to Chinese Language and Culture,82333,9,1,1,[],[]
Economics Elective Transfer Credits,73302,9,1,0,[],[]
Upper Level Economics Elective Transfer Credit,73303,9,1,0,[],[]
Negotiation and Conflict Resolution,70321,9,1,1,"[[76100], [76101], [82085]]",[]
Program Evaluation,90823,12,1,1,[],[]
Readings in Chinese,82335,9,0,1,[[223]],[]
Theatre for the Ear,54372,6,1,0,[],[]
Topics in Second Language Acquisition:,82585,9,0,1,[],[]
Empirical Research Methods,88251,9,1,0,"[[36201], [36207], [36247]]",[]
Senior Seminar in Modern Languages,82580,3,0,1,[],[]
Special Topics Climate Change Mitigation,19653,12,0,0,[],[]
Industrial Design Fundamentals Grad I: ID in Context,51765,6,1,0,[],[]
Special Topics: Current Issues in EPP:,19656,6,0,0,[],[]
Mandarin Chinese for Oral Communication I,82337,9,1,0,[[223]],[]
Special Topics in EPP:,19655,9,1,0,[],[]
U.S. Latinos: Language and Culture,82344,9,1,1,"[[82242], [82244]]",[]
Special Topics: Deep Learning,10805,6,1,0,[],[]
Business Language & Cultures in China II,82340,9,0,1,[],[]
Randomized Algorithms and Advanced Optimization,10801,12,0,1,[],[]
Spain: Language and Culture,82342,9,1,1,"[[82242], [82244]]",[]
Latin America: Language and Culture,82343,9,1,1,"[[82242], [82244]]",[]
Instrumental Ensemble,57118,6,1,1,[],[]
Introduction to Numerical Analysis I,21660,12,1,0,[],[]
Movement and Dance II,57112,3,0,1,[[711]],[]
Movement and Dance I,57111,3,1,0,[],[]
Elective Studio (Voice Class),57110,3,1,1,[],[]
Choral Ensemble,57117,6,1,1,[],[]
BXA Junior Seminar:,52410,9,1,1,[],[]
Lausanne Semester,46721,0,1,1,[],[]
Logic and Artificial Intelligence,80614,6,0,1,[],[]
Sound Editing and Mastering,57948,6,1,1,[],[]
Introduction to Formal Methods,80616,6,1,0,[],[]
Estimating Software Development and Maintenance Projects,17622,6,1,0,[],[]
Formal Logic,80610,12,1,0,[],[]
Transnational Performance,76867,12,1,0,[],[]
Independent Study,90947,1,1,1,[],[]
Multitrack Recording,57949,9,0,1,[],[]
Independent Study,90949,1,1,1,[],[]
Independent Study,90948,1,1,1,[],[]
Introduction to Robotics,16311,12,0,1,"[[18202], [21241], [21260], [24311]]",[]
Topics in Logic I,80618,6,0,1,[],[]
Topics in Logic II,80619,6,0,1,[],[]
Marketing Innovation and Entrepreneurship,70413,9,1,0,[],[]
Independent Study,90968,1,1,1,[],[]
Couture Techniques,54591,6,1,0,[],[]
Mathematics Colloquium,21997,0,1,1,[],[]
Senior Recital,57599,0,1,1,[],[]
Junior Recital,57598,0,1,1,[],[]
Senior Project,57597,0,1,1,[],[]
Sophomore Recital,57596,0,1,1,[],[]
Biotechnology Outsourcing Growth,11683,6,0,1,[],[]
Scalable Analytics,11443,12,0,1,[],[]
Architecting Enterprise Systems,17629,12,1,0,[],[]
Search Engines and Web Mining,11441,12,1,0,[],[]
Ph.D. Thesis,12799,0,1,1,[],[]
Microstructure and Properties I,27301,9,1,0,"[[27216], [27217]]",[]
Business of Music,57758,6,1,0,[],[]
The Beatles,57209,9,1,0,[],[]
Proposal Preparation and Peer Review,3747,4,0,1,[],[]
Advanced Independent Study,12792,0,1,1,[],[]
Graduate Teaching Assignment,12793,0,1,1,[],[]
Teaching Workshop,12790,0,1,0,[],[]
Graduate Project,12791,0,1,1,[],[]
Dalcroze Piano Improvisation,57751,3,1,1,[],[]
Dalcroze Piano Improvisation,57750,3,1,1,[],[]
Graduate Seminar,12794,0,1,1,[],[]
Dalcroze Piano Improvisation,57752,3,1,0,[],[]
Student Taught Courses (StuCo): Django Unchained: Practical Web Programming,98215,3,1,0,[],[]
Student Taught Courses (StuCo): Bhangra 101,98217,3,1,1,[],[]
Student Taught Courses (StuCo): A Biography of Zero,98216,3,1,1,[],[]
Music and Technology Project,57571,12,1,1,[],[]
Music and Technology Seminar,57570,1,1,1,[],[]
Music and Technology Project,57572,12,1,1,[],[]
Laboratory Methods for Computational Biologists,2760,6,0,1,[],[]
Nature of Language,80180,9,1,1,[],[]
Student Taught Courses (StuCo): Diabolo: Chinese Yo-Yo,98185,3,0,1,[],[]
Music: Content Knowledge,57635,0,1,1,[],[]
Student Taught Course (StuCo): Zombie Survival 101,98187,3,1,1,[],[]
Student Taught Courses (StuCo): Roller Coasters: Background and Design,98186,3,1,1,[],[]
StuCo: Science and Magic,98181,3,0,1,[],[]
StuCo: Introduction to Biblical Hebrew,98180,3,0,1,[],[]
StuCo: Introduction to Pool,98182,3,1,0,[],[]
Business Arabic,82314,9,0,1,[],[]
Undergraduate Seminar,21200,6,0,1,[],[]
Undergraduate Colloquium,21201,1,1,1,[],[]
Cultural Policy Seminar,93845,6,1,0,[],[]
Music Research Methods,57901,3,1,0,[],[]
Cultural Policy & Advocacy in the US,93846,6,0,1,[],[]
Statistical Graphics and Visualization,36721,6,1,0,[],[]
Philosophy Senior Honors Thesis I,80501,9,1,0,[],[]
Study Abroad,80050,0,1,0,[],[]
Advanced SIS: Hybrid Instrument Building,60439,10,1,0,[],[]
Convex Optimization,36725,9,1,0,[],[]
Statistical Practice,36726,12,0,1,[],[]
Advanced SIS: Special Topic:,60432,10,0,0,[],[]
Growing Theatre Community Outreach,62484,6,0,1,[],[]
Advanced SIS: Open Sculpture,60430,10,0,1,[],[]
Advanced SIS: Installation,60431,10,1,0,[],[]
Independent Study,90950,1,1,1,[],[]
PPST: Mathematics,57632,0,1,1,[],[]
Independent Study,90951,1,1,1,[],[]
"Law and Disorder in Early Modern Europe, 1400-1800",79362,9,0,1,[],[]
Policy Topics: Information Security Policy,90895,6,0,1,[],[]
Policy Topics I: Federal Budget Policy,90894,6,1,1,[],[]
Bioimage Informatics,42731,12,0,1,[],[]
Independent Study,90956,1,1,1,[],[]
Bio Technology Apprenticeship,90899,6,1,1,[],[]
Wavelets and Multiresolution Techniques,42732,12,1,0,[],[]
Medical Image Analysis,42735,12,0,1,[[312]],[]
Independent Study,90957,1,1,1,[],[]
Internship,54496,9,0,1,[],[]
Chemistry and Light,9733,12,1,0,[],[]
Business of Acting,54494,4,0,1,"[[54301], [54302]]",[]
Applied Topics in Macromolecular and Biophysical Techniques,9735,12,0,1,[],[]
Hot Glass II,62347,3,1,1,[[224]],[]
Medicinal Chemistry and Drug Development,9737,6,1,0,[],[]
Financial and Managerial Accounting II,45701,6,0,1,[],[]
Financial and Managerial Accounting I,45700,6,1,0,[],[]
Keyboard Studies (Graduate),57792,3,1,1,[],[]
Independent Study,90955,1,1,1,[],[]
Sound Editing and Mastering,57338,6,1,1,"[[57337], [57341]]",[]
Expanded Theater,54498,10,1,0,[],[]
Number Theory,21441,9,1,1,"[[21241, 21373], [21242, 21373]]",[]
Stochastic Calculus for Finance I,46944,6,0,1,[],[]
Stochastic Calculus II,46945,6,0,1,[],[]
Advanced Database Management,95704,12,1,1,[],[]
Telecommunications Management,95705,12,1,1,[],[]
Object Oriented Analysis and Design,95706,6,1,1,[],[]
Multi Period Asset Pricing,46941,6,1,0,[],[]
Organizations,88260,9,0,1,[],[]
Engineering Design II: Conceptualization and Realization,24441,12,1,1,[[426]],[[437]]
Computing @ Carnegie Mellon,99101,3,1,1,[],[]
Independent Study,90958,1,1,1,[],[]
Study Abroad Upper Level Economics Elective,73401,9,1,1,[],[]
Studies in Peninsular Literature and Culture,82441,9,0,1,[[234]],[]
Conceptual Sound Design,54268,9,0,1,"[[54166], [54267]]",[]
Improvisation for Engineers,96827,3,0,1,[],[]
Independent Study,90959,1,1,1,[],[]
Graduate Advanced Playwriting,54708,9,0,1,[],[]
Voice Lab,54500,5,1,1,[],[]
PPST: Reading,57630,0,1,1,[],[]
Cellular Biomechanics,42645,9,1,0,[],[]
Music in the Secondary School,57376,6,0,1,[[733]],[[735]]
Introduction to Continuum Biomechanics,42647,12,0,1,[],[]
Molecular Biomechanics,42646,9,0,1,[],[]
Bio Inspired Robotics,42641,12,1,0,[],[]
Computational Bio-Modeling and Visulization,42640,12,0,1,[],[]
Microfluids,42643,12,0,1,[],[]
Stage Direction,57370,3,0,1,[],[]
Draping for the Costume Artisan II,54813,6,0,1,[],[]
Soil Mechanics,12335,9,1,0,"[[12231], [33107]]",[[235]]
Soil Mechanics Laboratory,12336,3,1,0,[[223]],[[233]]
Theatre Lab IV,54810,9,0,1,[],[]
"Cities, Techonology and the Environment",90765,6,0,1,[],[]
Stage Management: Cue Lab,54816,3,1,0,[],[]
Survey of Architectual History II,48241,9,1,0,[],[]
Historical Survey of World Architecture and Urbanism I,48240,9,0,1,[],[]
Health and the Environment in US History,79329,9,1,0,[],[]
First Year Seminar: Architecture Edition II,48026,3,0,1,[],[]
First Year Seminar: Architecture Edition I,48025,3,1,0,[],[]
Undergraduate Research,33350,1,1,1,[],[]
Organizational Learning and Strategic Management,70437,9,0,1,[],[]
Nanoscience and Nanotechnology,33355,9,1,0,"[[33107], [33112], [33132]]",[]
Information Security Policy and Management,14788,6,0,1,[],[]
Information Security Risk Analysis,14786,6,0,1,[],[]
Commercialization and Innovation,70438,9,0,1,[],[]
Mathematical Foundations of Electrical Engineering,18202,12,1,1,"[[21118], [21122], [21123]]",[]
Emerging Trends in Electrical and Computer Engineering,18200,1,1,0,[[810]],[]
Auditory Perception: Sense of Sound,85785,9,0,1,[],[]
Piano Maintenance II,57662,6,1,1,[],[]
History of the Piano,57665,3,1,1,[],[]
Fundamentals of Statistical Modeling,73407,9,0,1,"[[21120, 21256, 36202], [21120, 21256, 36208], [21120, 21256, 36220], [21120, 21256, 36247], [21120, 21256, 36309], [21120, 21256, 70208], [21120, 21259, 36202], [21120, 21259, 36208], [21120, 21259, 36220], [21120, 21259, 36247], [21120, 21259, 36309], [21120, 21259, 70208]]",[]
Managerial Accounting,70422,9,0,1,"[[36202, 70122], [70122, 70207]]",[]
Music and Technology Performance/Thesis,57971,1,1,1,[],[]
Music and Technology Seminar,57970,1,1,1,[],[]
Piano Pedagogy I,57973,6,1,0,[],[]
Acoustics of the Piano,57666,3,1,0,[],[]
Piano Pedagogy III,57975,6,1,0,[],[]
Piano Pedagogy II,57974,6,0,1,[],[]
Graduate Millinery I,54913,9,1,0,[],[]
Special Topics: Network Security and Management,14817,12,0,0,[],[]
Advanced Topics in Programming Languages::,15819,12,1,1,[],[]
Special Topics: Entrepreneurship and Innovation in Technology,14815,12,1,0,[],[]
Wireless Network Security,14814,12,0,1,[],[]
Introduction to Research 1,33775,2,1,0,[],[]
Thesis Preparation,51710,3,0,1,[],[]
Introductory Astrophysics:,33777,12,0,1,[],[]
Introduction to Research II,33776,6,0,1,[],[]
Introduction to Nuclear and Particle Physics,33779,12,1,0,[],[]
Directing: Production II,54258,6,0,1,[],[]
Programming Language Semantics,15812,12,0,1,[],[]
HOT Compilation,15813,12,0,1,[],[]
Type Systems for Programming Languages,15814,12,1,0,[],[]
Dissertation Research II,80989,5,1,1,[],[]
Special Topics: Introduction to Software Reverse-Engineering,14819,12,0,0,[],[]
Autism: Psychological and Neuroscience Perspectives,85806,9,1,0,[],[]
Topics in Rhetoric: American English,76340,9,0,1,[[610]],[]
Supervised Reading in Computational Physics,33889,1,1,1,[],[]
Graduate Artificial Intelligence,15780,12,0,1,[],[]
Machine Learning,15781,12,1,1,[],[]
Sustainable Design Synthesis Prep,48731,12,1,1,[],[]
Readings in Tangible Interaction,48730,12,1,0,[],[]
MS Independent Study,48736,0,1,1,[],[]
Junior Projects,18332,3,0,1,[],[]
Making Things Interactive (Graduate),48739,9,1,0,[],[]
Junior Projects,18331,0,1,0,[],[]
Health Care Marketing,90877,6,1,0,[],[]
Managing Intellectual Capital & Knowledge,45943,6,1,0,[],[]
Organizational Change,45942,6,0,1,[],[]
Evidence-Based Management,45941,6,1,0,[],[]
Convex Polytopes,47861,6,1,0,[],[]
Introduction to Music Technology,57801,6,1,1,[],[]
Evolving Toward High Impact Leadership,45946,3,1,0,[],[]
Developing Star Performers,45944,6,0,1,[],[]
Culture: Interdiciplinary Approaches,76497,9,1,0,[],[]
Ethos/Pathos,76495,9,1,0,[],[]
Healthcare Communications,76494,9,0,1,"[[76270], [76271], [76272], [76395]]",[]
Observation,57808,3,1,1,[],[]
Eurhythmics Applications for Performing and Teaching,57465,6,1,0,[[716]],[]
Mutable Landscape:,62165,10,1,0,[],[]
Creative Writing Internship in Publishing,76308,3,1,0,[],[]
Advanced Editing and Publishing,76307,3,1,1,[],[]
Editing and Publishing,76306,3,1,1,[],[]
Independent Study in Professional/Technical Writing,76305,3,1,1,[],[]
Independent Study in Rhetoric,76304,3,1,1,[],[]
Critical Practice Studio,48503,18,1,0,[],[]
Global Communication Center Practicum,76302,9,1,0,[[610]],[]
Internship,76301,3,1,1,[],[]
Design Workshop,51103,3,1,0,[],[]
Topics in Rhetoric:,76475,9,1,0,[],[]
Software Documentation,76474,9,0,1,"[[76270], [76271]]",[]
Linear Systems,18771,12,1,0,"[[18370], [18474]]",[]
Advanced Journalism,76472,9,0,1,[[637]],[]
American Literary and Cultural Studies: Comtemporary Fiction,76347,9,0,1,[[610]],[]
Intermediate Spanish II,82242,9,1,1,"[[82241], [82243]]",[]
"Marketing, Public Relations, and Corporate Communications",76479,9,0,1,"[[76270], [76271]]",[]
Independent Study,95926,1,1,1,[],[]
Voice/Alexander I,54105,5,1,0,[],[]
Speech I,54104,6,0,1,[[410]],[]
Movement I,54107,4,1,0,[],[]
Voice/Alexander I,54106,5,0,1,[[410]],[]
Acting I,54101,10,1,0,[],[]
Speech I,54103,6,1,0,[],[]
Acting I,54102,10,0,1,[[410]],[]
Fresh Seminar: Immortui Cerebrum: The neuroanatomy of zombie minds,86111,9,1,0,[],[]
Dramaturgy 1: Approaches to Text,54109,9,1,0,[],[]
Movement I,54108,4,0,1,[[54107]],[]
Independent Study,95921,1,1,1,[],[]
Applied Information Assurance,14761,12,1,1,[],[]
Pittsburgh Filmakers,62010,9,1,1,[],[]
Elective Recital,57694,0,0,1,[],[]
Phage Genomics Research,3116,6,1,1,[[311]],[]
Phage Genomics Research,3115,6,1,0,[],"[[3110], [3121]]"
Independent Study,95923,1,1,1,[],[]
SAS for Public Policy,94827,6,0,1,[],[]
20th Century China Through Film,79309,9,1,0,[],[]
Music of Iran:,57430,9,1,0,[],[]
"Drone Warfare: Ethics, Law, Politics, History, and Strategy",79302,6,0,1,[],[]
History of American Public Policy,79300,9,1,0,[],[]
Jewish American Experience,79301,9,0,1,[],[]
Student Taught Courses (StuCo): Experience Entertainment,98206,3,1,1,[],[]
Modeling Complex Social Systems,88402,9,0,1,"[[36201], [36207], [36217], [36220], [36225], [36247], [70207]]",[]
Risk Perception and Communication,88405,9,0,1,"[[36201], [36207], [36217], [36220], [36225], [36247], [70207]]",[]
Economics of Networks and Information,88404,9,0,1,[],[]
Form and Analysis,57408,6,0,1,[[715]],[]
Molecular Tools for Biological and Chemical Studies,9122,6,0,1,[],[]
Elementary Arabic I,82111,12,1,0,[],[]
Elementary Arabic II,82112,12,0,1,[[211]],[]
Special Topic: Innovating for Underserved Communities: Field Research Basics,15302,6,0,0,[],[]
Fitness Fusion,69112,3,1,1,[],[]
Policy Analysis I,88220,9,1,0,[],[]
Practicum in Mechancal Engineering,24799,0,1,1,[],[]
Special Topics: Perceptual Computing,15369,6,1,0,[],[]
Supervised Reading,24793,0,1,1,[],[]
Graduate Seminar II,24792,0,0,1,[],[]
Graduate Seminar I,24791,0,1,0,[],[]
Civil & Environmental Engineering Design,12401,15,1,0,[],[[230]]
Thesis Research,24797,0,1,1,[],[]
PhD Internship in Teaching Counterpoint,24795,0,1,1,[],[]
Special Topics in Polymer Synthesis,9835,12,0,0,[],[]
Introduction to African Studies,79236,9,0,1,[],[]
Political History of the Modern Middle East,79234,9,1,0,[],[]
Caribbean Cultures,79235,9,1,0,[],[]
Presenting a Public Self,76273,9,1,0,[[610]],[]
Language in Design,76272,9,1,0,[],[]
Introduction to Professional and Technical Writing,76271,9,1,1,[[610]],[]
Writing for the Professions,76270,9,1,1,[[610]],[]
Global eBusiness Strategies,95782,12,1,0,[],[]
Topics in Contemporary History: The Politics of the Arab Spring,79238,9,0,1,[],[]
Service Oriented Architectures,95843,6,1,1,[],[]
Management Consulting,94808,12,1,1,[],[]
Information Assurance Policy,95841,12,1,0,[],[]
Evidence-Based Management,92814,6,0,1,[],[]
Special Topics: Invention & Innovation Materials Intensive Technologies Part 1,19461,4.5,1,0,[],[]
Pro-Social Behavior,85358,9,0,1,[],[[534]]
Special Topics: Invention Innovation for Materials Intensive Technologies Part 2,19462,4.5,1,0,[],[]
Special Topics in Machine Learning & Policy,90921,6,0,0,[],[]
Electrochemical Engineering,6716,9,1,0,[],[]
"Student Taught Courses (StuCo):WMDs, War & Warming World: Modeling",98209,3,0,1,[],[]
Special Topics in Colloids and Dispersions,6712,12,1,0,[],[]
Mathematical Techniques in Chemical Engineering,6713,12,1,0,[],[]
Machine Design I,54365,9,0,1,[[436]],[]
"Principles of Software Construction: Objects, Design, and Concurrency",15214,12,1,1,"[[15121, 15151], [15121, 21127], [15122, 15151], [15122, 21127]]",[]
Meaning in Images,51375,9,1,0,[],[]
Introduction to Computer Systems,15213,12,1,1,[[512]],[]
Parallel and Sequential Data Structures and Algorithms,15210,12,1,1,"[[15122], [15150]]",[]
Semantics & Aesthetics,51376,9,0,1,[],[]
Professional and Technical Writing,76870,9,1,0,[],[]
Graduate Introduction to Sound Design for Theatre,54766,6,0,1,[],[]
Topics in Rhetoric:,76875,9,1,0,[],[]
Market Research in the Entertainment Industry,93858,3,1,0,[],[]
Student Taught Courses (StuCo): Introduction to Professional Baking,98089,3,1,1,[],[]
Rhetoric of Science,76876,12,1,0,[],[]
"Entrepreneurship, Growth and Industrial Change",88791,12,0,1,[],[]
Customer-Driven Strategies and Services,45932,6,1,0,[],[]
Music Supervision,93859,6,0,1,[],[]
Acting for Management,94801,6,1,1,[],[]
Applied Internship for Fall,54903,8,1,0,[],[]
Geographic Information Systems,94802,12,1,1,[],[]
Dalcroze Pedagogy/Practice Teaching,57691,3,1,0,[],[]
Senior Studio,60402,20,0,1,[],[]
Text Analytics,95865,6,1,1,[],[]
Decision Processes in American Political Institutions,88104,9,1,0,[],[]
Student Taught Courses (StuCo): Wumbology: The Study of Wumbo,98190,3,1,0,[],[]
Photographic Narrative,62326,9,1,0,[],[]
EPP Sophomore Seminar,19201,3,1,0,[],[]
Transformational Leadership,94804,6,1,0,[],[]
Enterprise Innovation,95867,12,0,1,[],[]
Principles of Education,57831,9,1,0,[],[]
Undergraduate Internship,82505,1,1,0,[],[]
Web Design,76487,9,1,1,"[[51261, 76270], [51261, 76271], [51261, 76272], [51262, 76270], [51262, 76271], [51262, 76272], [76270, 76382], [76270, 76391], [76271, 76382], [76271, 76391], [76272, 76382], [76272, 76391]]",[[648]]
International Money and Finance,73372,9,0,1,"[[21120, 21256, 73100, 73230, 73240], [21120, 21259, 73100, 73230, 73240]]",[]
History of Money and Monetary Policy,73375,9,0,1,[[310]],[]
ESL Practicum I,76904,0,1,0,[],[]
Hydraulic Structures,12658,9,0,1,[],[[235]]
Independent Study in Literary and Cultural Studies,76901,3,1,1,[],[]
Independent Study in Rhetoric,76900,3,1,1,[],[]
Teaching Writing Practicum II,76903,3,0,1,[],[]
Teaching Writing Practicum I,76902,0,1,0,[],[]
Policy Analysis II,88221,9,0,1,[[822]],[]
Analysis and Modeling of Transport Phenomena,6663,12,0,1,[],[]
Air Quality Engineering,12651,9,1,0,[],[]
Applied Linear Models,36617,12,1,0,[],[]
Process Systems Modeling,6665,12,0,1,[],[]
Business Language and Culture in China I,82339,9,1,0,[],[]
Computing for the Arts with Processing,51757,12,1,1,[],[]
Student Taught Courses (StuCo): Knitting: My Heart is in the Stitch,98198,3,1,1,[],[]
Health Care Quality & Performance Improvement,90818,6,1,0,[],[]
Advanced Chinese I,82331,9,1,0,"[[82232], [82235]]",[]
Energy Policy and Economics,19666,6,0,1,[],[]
Prototyping Tools for Embodying UX Design,51759,12,1,0,[],[]
Advanced Chinese II,82332,9,0,1,[[233]],[]
CD Studio I: Communicating with Type,51201,9,1,0,[[110]],[]
Communication Design Computer Lab,51203,3,1,0,[],[[120]]
CD Studio II: Organizing Information,51202,9,0,1,[[120]],[]
History Prospectus,79892,5,1,1,[],[]
History Dissertation,79893,5,1,1,[],[]
Seminar on Robotics,16897,0,1,1,[],[]
Carnegie Skills Workshop,99104,3,1,0,[],[]
Special Topics:,16899,12,1,0,[],[]
Special Topics: Service Oriented Computing,96736,12,0,0,[],[]
Partial Differential Equations II,21832,12,0,1,[],[]
BXA Capstone Project II:,52402,9,0,1,[],[]
Freshman Seminar: Science Fiction And Philosophy,80106,9,0,1,[],[]
BXA Capstone Project:,52400,9,1,1,[],[]
BXA Capstone Project I,52401,9,1,0,[],[]
Independent Study,90952,1,1,1,[],[]
Engineering and Technology Innovation Management in Practice,19684,3,1,0,[],[]
Principles and Practices of R&D Management,19687,6,1,0,[],[]
Special Topics: New Technology Commercialization: Public Policy Strategies,19686,12,0,0,[],[]
Managerial and Engineering Economics,19681,12,0,1,[],[]
E&TIM Seminar on Innovation Management in Practice,19680,6,0,1,[],[]
Independent Study,90954,1,1,1,[],[]
The Strategy and Management of Technological Innovation,19682,12,0,1,[],[]
Production Preparation III,54361,9,1,0,[],[]
Study Abroad,21051,0,0,1,[],[]
Study Abroad,21050,0,1,0,[],[]
Finance for Innovation Management,19689,6,1,1,[],[]
Language and Thought:,85421,9,0,1,"[[80150], [80180], [85211], [85213]]",[]
Tutoring for Community Outreach,82281,3,1,1,[],[]
MIIS Capstone Planning Seminar,11696,6,0,1,[],[]
Competitive Engineering,11695,12,0,1,[],[]
Software Method for Biotechnology,11693,12,1,0,[],[]
IIS Directed Study,11690,9,1,1,[],[]
Software Planning & Management,11691,6,0,1,[],[]
StuCo: Introduction to GO: The Ancient Board Game,98179,3,1,0,[],[]
"The Hispanic World: History, Culture and Globalization",82247,9,1,1,[],[]
Intermediate Spanish I,82241,9,1,1,"[[82142], [82144]]",[]
Brass Pedagogy,57748,3,1,1,[],[]
Beginning Piano for Children,57749,6,1,1,[],[]
Opera Coaching,57746,3,0,1,[],[]
Movement and Dance III,57211,3,1,0,[[711]],[]
Movement and Dance IV,57212,3,0,1,[[721]],[]
Chamber Music Coaching,57745,3,0,1,[],[]
Sonatas/Songs II,57742,3,0,1,[],[]
Opera Literature,57740,6,1,0,[],[]
Sonatas/Songs I,57741,3,1,0,[],[]
Mathematical Studies Algebra I,21237,10,1,0,"[[21127], [21269]]",[]
Mathematical Studies Analysis II,21236,10,0,1,"[[21235], [21242]]",[[123]]
Mathematical Studies Analysis I,21235,10,1,0,"[[21127], [21269]]",[]
Student Taught Courses (StuCo): Introduction to Minecraft,98205,3,1,1,[],[]
Bagpipe History,57301,3,1,1,[],[]
Beginning Karate,69113,3,1,1,[],[]
Personal Fitness,69110,3,0,1,[],[]
Seminar in Organizational Behavior (Macro),47892,6,1,0,[],[]
Student Taught Courses (StuCo): The Message: A History of Hip Hop,98208,3,1,1,[],[]
Mathematical Studies Algebra II,21238,10,0,1,"[[21237], [21242]]",[]
"Sound Material, Sound Art",60407,10,0,1,[],[]
Drawing for Non-Majors,60157,10,1,1,[],[]
"BHA, BSA, and BCSA Senior Studio",60404,10,0,1,[],[]
"BHA, BSA, and BCSA Senior Studio",60403,10,1,0,[],[]
